"InventoryID","DateID","ProductID","SupplierID","WarehouseID","Quantity_on_hand","Stock_Movement"
"091907e0-a319-4312-9e06-241395843f27","1/2/2023","a743baa3-6881-48ea-b03c-15ee5584c5a8","e29662a9-8e80-43e3-bf5b-7859368b3945","ad852a05-30d4-4fe4-a77a-0eff21deab32","78","25"
"3edbdb10-edbe-4171-97dc-1cab21900d5c","1/2/2023","c13829d3-04be-474b-bff9-e47a6a19095b","6dd0baa0-046d-47b5-998a-518343dc988b","b6dfc875-a915-4fc7-b383-cd638abcd6b6","66","21"
"accaec61-2964-42a0-a613-c864de668f03","1/2/2023","a46a311b-80d0-4ad5-99bb-b62847ab5bce","d2d1be59-cbbb-44a8-9b81-9e5782308b84","b6dfc875-a915-4fc7-b383-cd638abcd6b6","44","29"
"179baa04-670d-4a94-a569-ff51ed378684","1/2/2023","7035613d-07fb-406b-987d-55661e71c428","e29662a9-8e80-43e3-bf5b-7859368b3945","b6dfc875-a915-4fc7-b383-cd638abcd6b6","48","24"
"0545a1c3-07d3-4dca-9059-3cda27f182df","1/2/2023","bf22d5d1-3830-4459-8578-f53336fe9373","006add4e-27fb-4a85-890b-16d3a1133bbc","c460539f-ca30-4ce2-ade9-a8d059b0e22e","40","13"
"ae0bb5a2-9fe7-42d6-b10e-91be97a9ea32","1/2/2023","aceb753a-4cba-4328-84f4-475c7ff95ef8","ce6620fc-feab-4326-a3e3-54fd583ce6d2","c460539f-ca30-4ce2-ade9-a8d059b0e22e","48","10"
"07342d17-caa0-45fd-b3b6-376bd041f6b8","1/2/2023","e613d8d3-b9fd-4ec2-9873-fc332c499977","f4cc8ef3-52e7-4514-ad6e-e5b8875af014","c460539f-ca30-4ce2-ade9-a8d059b0e22e","75","23"
"c829c76e-c1d8-446e-9341-87db44299adc","1/2/2023","9f56615f-91f9-4108-a4cf-b38518f20a9e","49c924d2-a479-43ad-84dd-cfdbbae6cbdb","d7def82e-568b-41bf-bdaa-6dacc640d7b8","21","25"
"5bd41317-03ad-4936-ac31-4b331408ac6b","1/2/2023","60dc5a16-5588-493f-aeed-3286803708ce","6dd0baa0-046d-47b5-998a-518343dc988b","d7def82e-568b-41bf-bdaa-6dacc640d7b8","60","19"
"1d776f5b-14ac-42be-9ca4-975afde1d27d","1/2/2023","8f0c30a4-0e34-422f-96f9-06e4385ba6e8","d2d1be59-cbbb-44a8-9b81-9e5782308b84","d7def82e-568b-41bf-bdaa-6dacc640d7b8","54","13"
"5b08ffdc-3b7f-4cec-a58e-67f9c1b0ac69","1/3/2023","aacf8b3c-0444-4d8a-9c67-f475f8496219","3142e7f9-de1c-4bab-bb4a-fa149b903638","07b0abd8-cf0d-46a7-9287-315fa0b094cf","31","12"
"df3684e9-dea0-46fd-ac6e-b5cde4275081","1/3/2023","9af520f2-ae6e-44d1-89c2-79e6cdf38d96","6599debe-7331-4533-a6e2-de06396ae55a","07b0abd8-cf0d-46a7-9287-315fa0b094cf","42","15"
"39c24d72-78fa-4e9c-b04b-ff54375de59a","1/3/2023","74850432-707c-4536-8dcc-7c2652835b5b","af709cbe-63f4-4819-af9e-471a9228dea7","07b0abd8-cf0d-46a7-9287-315fa0b094cf","45","8"
"51851399-dc36-4f14-ab4f-b268d26d431d","1/3/2023","41418e9b-2518-4974-97a5-82be79ef6adb","489a8c79-ec07-4872-8af4-6eb1ae122443","0b5ae265-82a9-4b11-b114-b71ffa4a28d7","70","30"
"61300db7-1d2f-445d-adba-90bdbf423bf3","1/3/2023","e7fb43de-37f1-4b62-8369-4061ba69cd17","98f1dc24-a52d-4f19-983d-ccf893e6c4aa","0b5ae265-82a9-4b11-b114-b71ffa4a28d7","58","17"
"0e338598-76d7-47f6-8699-5571be9db80b","1/3/2023","69cea6ff-cecd-4c90-a39f-6e16c9529174","b8e337d6-2c44-4720-b0dd-ed91cfe27aef","0b5ae265-82a9-4b11-b114-b71ffa4a28d7","22","26"
"97428bed-9179-48f3-a7bc-086ca04cb0ab","1/3/2023","f5cca253-7874-410e-8779-3f4aac396e02","489a8c79-ec07-4872-8af4-6eb1ae122443","14c54aaf-df56-4c78-b56c-e4fbed6e158d","33","27"
"5b2b32f6-e342-4233-ba41-71759bf95881","1/3/2023","0e852d92-6aa1-424a-a4c7-07a0e4d32c17","af709cbe-63f4-4819-af9e-471a9228dea7","14c54aaf-df56-4c78-b56c-e4fbed6e158d","26","23"
"dde6e7ba-2f47-49be-b284-f01d78eda11b","1/3/2023","815ce42f-1dbb-4c51-8aac-8308a240aa2d","b8e337d6-2c44-4720-b0dd-ed91cfe27aef","14c54aaf-df56-4c78-b56c-e4fbed6e158d","16","16"
"e48f32ce-5345-4e4e-b595-a4dcca7e5623","1/3/2023","ae889e96-635a-432a-9b9d-0846ff434ddd","22e4c493-abc5-4869-8039-6ff6c09f163c","5bdcbc74-3796-4170-8a51-6aead583aba6","63","29"
"7eb0b6f7-be37-4733-a5dd-d88f04b743c3","1/3/2023","a6478011-d64f-4bc5-a027-0d609d871167","3142e7f9-de1c-4bab-bb4a-fa149b903638","5bdcbc74-3796-4170-8a51-6aead583aba6","21","25"
"8ecc63a8-8d49-4f93-9d3a-c61fead4f531","1/3/2023","0b90caf9-3a41-46f4-8c2d-d9234bd68e92","6feeb078-cadf-41c9-bd41-7d0aea718f14","5bdcbc74-3796-4170-8a51-6aead583aba6","57","29"
"a776c774-88c0-4718-aea0-beabf4f2573a","1/3/2023","e619d654-b457-4265-acfa-11959e3864e0","3af86c34-ca81-47aa-8934-5b7a1721e349","7b830b22-e740-4a8e-9489-1eb41293bab7","71","14"
"16b39b68-3ba8-47ca-92c8-6d2fbbe0f0fb","1/3/2023","7a75eccc-c30e-4ca5-b7b2-c1198cea3dd0","489a8c79-ec07-4872-8af4-6eb1ae122443","7b830b22-e740-4a8e-9489-1eb41293bab7","29","12"
"2ef3aaf1-1e97-4605-a58e-ff85695b6f94","1/3/2023","911a3cbd-2e09-4951-b3b2-b08d0be8e4a6","98f1dc24-a52d-4f19-983d-ccf893e6c4aa","7b830b22-e740-4a8e-9489-1eb41293bab7","45","20"
"0b6a2f9e-949a-48ff-898f-1c1a78607331","1/3/2023","2a01df4f-dd6d-4872-a707-e8e335e33053","22e4c493-abc5-4869-8039-6ff6c09f163c","8b46bfc8-b0d5-4f36-bfac-fe95df1f0bda","23","21"
"306539e7-97d5-4cd1-b1aa-2c79a7d5b107","1/3/2023","c1bb3a3b-cc86-4563-b760-7fbada902ce8","3af86c34-ca81-47aa-8934-5b7a1721e349","8b46bfc8-b0d5-4f36-bfac-fe95df1f0bda","18","7"
"d5e8e2d2-a791-4e44-a15f-3f0b69d3ca72","1/3/2023","a8be506f-95ad-451a-9d63-1e9e55da44e9","6feeb078-cadf-41c9-bd41-7d0aea718f14","8b46bfc8-b0d5-4f36-bfac-fe95df1f0bda","67","7"
"2866936e-fc4f-4344-831b-36efc2c1653d","1/3/2023","f2a4a7f8-0a5d-4fa6-9718-2c71b22f6439","e7e14ca0-d307-4f17-966a-8c0c40b622cd","8b46bfc8-b0d5-4f36-bfac-fe95df1f0bda","21","17"
"1d8c9378-73b2-4c43-a493-17ec77a2ba24","1/3/2023","fdede80d-0958-47fe-b4b4-1b9e0b6dab93","22e4c493-abc5-4869-8039-6ff6c09f163c","8d6af491-c231-4a38-a2da-329c306a9f6d","57","15"
"006a3880-b481-47e5-bdc2-da869fff0b5e","1/3/2023","a237d8b6-3eb2-4a3a-99c1-145ceba9c87c","3142e7f9-de1c-4bab-bb4a-fa149b903638","8d6af491-c231-4a38-a2da-329c306a9f6d","29","7"
"d95a2a25-cad5-417f-9d7c-fc90f1d6c0bc","1/3/2023","89a70e93-394e-47f7-a5af-483f54a1b147","6599debe-7331-4533-a6e2-de06396ae55a","8d6af491-c231-4a38-a2da-329c306a9f6d","64","7"
"e1c397a2-516f-4abb-b1f4-13181b0c64dd","1/3/2023","f1ffd976-a2c3-4c2a-8af2-3d836bd3b9e8","3af86c34-ca81-47aa-8934-5b7a1721e349","d627d275-7a34-4a2c-9d72-a55ec3086563","44","18"
"2dd3c757-0aa9-4595-9a29-16c743ffd3c9","1/3/2023","076c15d7-56da-41a0-8790-184eeca2c409","98f1dc24-a52d-4f19-983d-ccf893e6c4aa","d627d275-7a34-4a2c-9d72-a55ec3086563","74","27"
"ffbd20a8-e2c7-4b91-92b2-794b3a019959","1/3/2023","4bec2e43-9688-40b0-aff6-f4c1dc7e38d8","e7e14ca0-d307-4f17-966a-8c0c40b622cd","d627d275-7a34-4a2c-9d72-a55ec3086563","75","21"
"46ea029f-7580-4ea1-a91e-205031b252c3","1/3/2023","1e63a9ec-5ced-45a7-aa80-3b22cef35f1d","6599debe-7331-4533-a6e2-de06396ae55a","d68ba235-05e3-4cf3-8123-814631425034","44","12"
"cf0635dd-2315-4f51-a081-c46c4068a4f2","1/3/2023","4f5b4b1c-380e-4310-b5b6-799dab3db8c5","af709cbe-63f4-4819-af9e-471a9228dea7","d68ba235-05e3-4cf3-8123-814631425034","49","21"
"027205e6-775b-4b65-9382-f7d61b0d4097","1/3/2023","edd700d8-b7f9-4ae8-8213-dbc39df19110","b8e337d6-2c44-4720-b0dd-ed91cfe27aef","d68ba235-05e3-4cf3-8123-814631425034","71","20"
"c86aa3f0-ad30-47f7-9576-2c19779d47a9","1/4/2023","7421e4e5-6602-4ceb-b9c5-07fad32c2b4b","3b310cad-60ee-46e0-8875-257df448e423","377ddb1d-319d-49ca-b85f-d82edc1df69d","61","12"
"5ce03196-b9da-4669-9a9b-4e1bc0725b46","1/4/2023","1a8a892b-2c85-4a71-8c90-d86ebaa56ec1","7f43c993-a557-4200-a1ca-41b2df8c93ec","377ddb1d-319d-49ca-b85f-d82edc1df69d","76","23"
"1f8e0203-dca8-40d4-af98-0340cef12747","1/4/2023","948cb8ec-44f8-433b-8b17-23d7686cb04a","8da22207-72cc-495a-964d-914beeeafb9f","377ddb1d-319d-49ca-b85f-d82edc1df69d","70","17"
"035b611b-9756-4474-b5ef-8b9c63a81920","1/4/2023","67daa134-b57d-43ef-a072-4fb271d06a94","b02cd4ed-5e2f-486f-baba-cb35ad14ca78","377ddb1d-319d-49ca-b85f-d82edc1df69d","72","6"
"4dbea12b-a7af-4d92-85f7-6edafa063c57","1/4/2023","40e47309-97be-42d3-b18a-5816aa4fbcc7","514849ea-bb1d-42e2-ac79-724274d520af","386ec5b0-c2b4-428f-bd16-c0c82c0ebe5b","77","19"
"800c0309-3c67-44c7-b907-756015511102","1/4/2023","b8430c36-5521-4289-ae76-4a94679775c8","8da22207-72cc-495a-964d-914beeeafb9f","386ec5b0-c2b4-428f-bd16-c0c82c0ebe5b","59","17"
"7f0e0fa1-b53e-42ec-8e7a-444f1ffe351b","1/4/2023","f2f12754-981b-4d54-aad1-c4090ab3cc95","b02cd4ed-5e2f-486f-baba-cb35ad14ca78","386ec5b0-c2b4-428f-bd16-c0c82c0ebe5b","32","25"
"aa6b5ffa-fc55-4a8b-be7a-1f3b66a7f797","1/4/2023","dbbd7c0d-600f-4ec6-96f1-161c2b335098","23672902-6f24-4ec4-8633-44f81b7fedd5","42476ddb-9417-4879-ba55-836332f5f21a","43","27"
"97a79350-00a4-4b6e-badb-7cea57108ca7","1/4/2023","c4e4a808-c1e7-422f-84ac-2c95281a6a8e","28edd470-f1d5-4e6d-8be8-6f47b2e00397","42476ddb-9417-4879-ba55-836332f5f21a","59","13"
"b66dfa26-1e31-4c89-87a9-012e8ea675d3","1/4/2023","8cc75349-3ffc-460d-b336-a4168946c9c4","f0d6ad2b-ddbb-49ae-a2ff-ceae93a12d00","42476ddb-9417-4879-ba55-836332f5f21a","42","10"
"7bafb69b-adbb-4131-a541-ef32ae18297b","1/4/2023","20b86413-cae6-4c47-be16-a33e3e240612","23672902-6f24-4ec4-8633-44f81b7fedd5","6e2c115b-b94f-46fe-af54-4ce8762a1222","21","28"
"150f8826-1d6e-4756-b461-3c426cbf4401","1/4/2023","9f77274d-54c9-4bd8-9428-f5a24168ae1b","53c1093d-ed90-486c-8621-6f96c803d30a","6e2c115b-b94f-46fe-af54-4ce8762a1222","49","9"
"43047bea-8f62-4101-b62d-7fe374f1a751","1/4/2023","4e2a101e-a286-49c2-94b1-6195f2bafaef","f0d6ad2b-ddbb-49ae-a2ff-ceae93a12d00","6e2c115b-b94f-46fe-af54-4ce8762a1222","22","16"
"612e5f1c-852a-47e3-897a-5832086a9a36","1/4/2023","412803df-bd6f-4ac0-81c3-598dbff75286","514849ea-bb1d-42e2-ac79-724274d520af","873488ba-49e7-42d0-bf8d-40103ebdb8e3","24","20"
"dc526a06-4eb0-4936-bfbb-2c2ccbb9a222","1/4/2023","735be0d8-fa08-4140-b664-a17c92bf7651","53c1093d-ed90-486c-8621-6f96c803d30a","873488ba-49e7-42d0-bf8d-40103ebdb8e3","33","11"
"1b0b45b5-40f4-437b-9c00-f6b26a889903","1/4/2023","ce836423-abdb-4acb-a119-3128c688f67b","f0d6ad2b-ddbb-49ae-a2ff-ceae93a12d00","873488ba-49e7-42d0-bf8d-40103ebdb8e3","68","21"
"7033c2ad-6b53-476e-8ba1-7a665b1d0614","1/4/2023","84f4e11b-b7e3-46e9-9b60-88874f66ee0f","514849ea-bb1d-42e2-ac79-724274d520af","964684ab-c239-418e-ab0b-3e70219bff82","32","27"
"31c03a92-abdc-476f-987c-a3e79bbb4eaf","1/4/2023","0249bc56-a9a3-4c27-9141-77d2af46c3c4","53c1093d-ed90-486c-8621-6f96c803d30a","964684ab-c239-418e-ab0b-3e70219bff82","70","21"
"a50b0861-a952-4a4d-92ac-1cf907f20e98","1/4/2023","e4b7e63f-f6a0-44a2-a5ef-3937894fd187","8da22207-72cc-495a-964d-914beeeafb9f","964684ab-c239-418e-ab0b-3e70219bff82","74","6"
"875936e8-ffa4-40db-b7c4-8728e63e104f","1/4/2023","47310854-0b88-4b89-b276-82105b70853f","0bcff1f4-88f2-4dd8-8a74-c397fcbb1b18","d7fab477-f6e4-4fc4-8168-b7621a75d33c","42","17"
"aa2be3cf-e6bc-433d-8816-76c3f61d00bb","1/4/2023","04b0a4ac-88a3-4705-9eba-c8395e388be8","23672902-6f24-4ec4-8633-44f81b7fedd5","d7fab477-f6e4-4fc4-8168-b7621a75d33c","24","13"
"598a8e90-ada3-4faa-b772-4f8b404787bd","1/4/2023","bf815778-b7d6-48b3-b89d-82343faff664","28edd470-f1d5-4e6d-8be8-6f47b2e00397","d7fab477-f6e4-4fc4-8168-b7621a75d33c","37","21"
"39d37e2c-0903-4c0c-b8f5-0d83069f8a11","1/4/2023","e3748d82-2ca7-4f59-85a0-ea25e2923a6f","0bcff1f4-88f2-4dd8-8a74-c397fcbb1b18","f1078e60-88cd-48c9-91e7-494a2d60c4ea","55","19"
"3ae620b2-6913-4f45-8603-d15073f4808a","1/4/2023","c0888034-f2f6-4205-83a2-f0bd5f052c87","3b310cad-60ee-46e0-8875-257df448e423","f1078e60-88cd-48c9-91e7-494a2d60c4ea","43","23"
"245988df-9e07-48a9-9ab9-5c0c674671a7","1/4/2023","6bd0eb2e-c25d-4161-848b-6cd1d4c919cd","7f43c993-a557-4200-a1ca-41b2df8c93ec","f1078e60-88cd-48c9-91e7-494a2d60c4ea","57","25"
"e9b15798-0ad7-4715-a446-832a05ead520","1/4/2023","e02e37a4-5e4c-471f-971e-8ad5a484956e","0bcff1f4-88f2-4dd8-8a74-c397fcbb1b18","fdd1ebef-285e-410c-84b4-3b81f9233ddc","28","23"
"e43a9de7-4e6a-4b5a-bcf5-848f25891227","1/4/2023","f274ecae-4147-436f-9f55-7ffa5eb3b890","28edd470-f1d5-4e6d-8be8-6f47b2e00397","fdd1ebef-285e-410c-84b4-3b81f9233ddc","68","15"
"b8963dc4-abab-4670-bfcf-5c689fb78d9e","1/4/2023","6cdbf8d0-1869-4cbe-afc4-373bff18e8ee","7f43c993-a557-4200-a1ca-41b2df8c93ec","fdd1ebef-285e-410c-84b4-3b81f9233ddc","48","16"
"783c884e-c8c1-41a5-84ec-d12294ef0fbf","1/5/2023","ffbaaffc-c403-499b-ab5e-e45141341a90","41d20540-47b9-4841-912b-916ff8a730bf","05d83695-e0f0-44b1-9aad-785f0a33f0ff","37","11"
"d156025f-816e-4a90-96da-c11b021fc03a","1/5/2023","b24dd980-46b0-476e-b6e6-635ce6bf339f","435c7728-2573-4d88-aad0-431c11c77438","05d83695-e0f0-44b1-9aad-785f0a33f0ff","16","24"
